789,487
995,540
539,483
263,411
949,184
888,470
177,303
578,391
128,264
239,10
572,831
611,194
138,138
94,42
332,418
694,121
959,966
103,502
235,473
180,5
324,840
875,68
803,95
99,243
746,530
929,88
284,830
165,408
539,178
458,350
702,924
171,333
394,909
888,359
589,103
355,332
741,991
583,781
185,751
829,605
633,447
486,93
133,741
437,28
665,23
574,115
282,956
394,721
438,374
148,279
220,411
966,667
98,938
820,745
635,136
292,36
526,385
798,18
170,544
978,173
611,92
847,301
959,191
679,214
141,664
948,11
890,699
407,587
103,886
294,618
869,460
104,122
533,95
518,165
704,346
118,661
744,439
345,159
783,946
632,731
344,466
275,483
55,557
552,951
752,849
46,768
159,321
60,717
548,863
66,30
24,869
48,174
299,962
484,817
843,889
639,243
774,968
726,183
858,537
819,971
52,872
202,235
928,783
219,959
948,147
66,581
606,221
145,175
671,409
350,503
938,540
29,987
897,322
664,405
318,727
331,504
380,395
805,972
884,687
115,505
264,593
570,330
278,774
990,447
727,926
99,610
66,870
667,511
910,595
24,998
365,56
798,754
75,455
74,663
827,314
660,75
273,68
990,668
262,522
495,850
226,703
452,31
616,498
765,134
33,150
509,673
893,324
460,972
320,879
656,310
912,140
411,459
344,673
693,681
380,577
410,167
51,251
734,81
908,273
984,274
355,544
987,859
929,562
189,315
176,141
522,621
848,106
426,780
86,495
693,331
396,279
839,848
858,224
14,176
596,285
356,22
722,2
753,119
424,640
815,92
213,937
845,564
524,337
256,237
946,160
200,501
949,796
153,220
976,187
5,384
249,971
565,19
282,402
344,275
808,277
645,357
302,382
854,201
975,362
193,894
756,853
124,365
745,437
45,866
435,971
804,849
348,873
840,891
780,976
488,32
702,919
810,803
617,628
381,1
877,629
267,665
643,672
833,337
77,500
600,669
120,64
93,19
181,509
383,181
321,593
173,738
592,608
724,240
188,366
475,574
698,902
635,292
356,787
482,541
987,304
413,999
501,350
48,283
854,826
220,517
899,970
539,486
951,70
134,707
277,979
267,674
722,960
114,349
896,16
435,642
618,71
380,938
916,946
619,17
210,846
336,115
235,975
527,645
40,814
577,684
223,536
323,259
891,384
619,389
355,226
558,895
319,337
786,914
101,126
932,816
223,540
386,618
564,309
271,960
957,594
957,541
736,938
415,245
669,120
567,139
349,88
424,744
67,173
346,196
64,944
126,864
870,648
741,944
615,589
406,375
650,359
13,422
147,281
499,56
687,630
449,539
837,934
757,125
372,353
641,829
72,847
934,587
277,374
521,268
412,228
571,706
168,433
141,840
209,804
74,797
752,642
350,829
962,183
860,516
492,270
612,412
997,877
967,731
745,61
121,68
263,350
531,992
969,753
186,688
406,680
51,227
276,584
881,405
126,764
475,170
256,436
133,211
183,228
789,153
319,397
700,13
0,874
858,293
73,513
665,912
835,990
384,765
189,104
371,959
519,92
14,741
42,459
64,825
4,17
146,451
433,128
607,74
478,943
628,455
140,598
889,26
637,781
696,450
331,952
149,890
623,443
787,657
253,573
36,846
536,561
713,896
601,901
951,190
803,841
572,510
643,746
916,736
97,41
939,276
749,825
369,134
275,207
597,196
47,459
940,123
163,203
508,765
345,776
557,899
98,168
797,663
106,87
191,853
433,731
112,731
34,581
719,705
625,166
935,746
83,504
447,40
921,225
897,478
631,841
991,488
110,441
189,514
776,393
598,348
414,162
371,406
385,77
214,813
255,505
82,471
786,345
333,428
921,41
872,804
639,597
852,309
943,467
372,772
962,560
427,636
292,699
805,287
762,347
304,485
92,766
728,366
15,258
13,806
16,886
970,208
133,780
825,897
518,248
46,211
236,84
992,907
713,160
475,843
455,663
843,90
496,384
421,981
92,304
844,972
113,167
41,635
149,66
19,558
800,330
578,50
892,2
656,263
186,637
765,999
847,218
906,845
144,505
598,14
840,433
30,999
503,999
443,802
664,53
818,224
132,938
807,778
840,551
590,142
752,493
578,979
778,575
732,390
271,660
149,652
830,684
573,61
430,764
894,811
822,911
152,472
932,229
24,300
82,396
105,542
760,165
947,960
385,550
25,969
603,354
913,79
612,208
71,980
758,73
41,206
689,352
943,336
142,158
605,24
760,305
314,384
561,812
150,723
937,556
126,866
304,747
180,434
786,286
689,340
828,378
99,373
436,140
185,918
48,631
146,807
202,190
729,150
325,266
749,232
10,423
511,90
998,460
149,322
37,246
240,191
734,369
546,822
64,158
413,561
890,242
882,433
533,272
557,844
25,364
142,255
252,219
687,367
242,184
263,396
547,419
837,836
942,956
737,72
361,472
440,688
244,730
337,836
911,648
864,241
504,10
279,264
709,639
38,158
189,687
118,961
870,209
302,998
51,198
223,841
776,146
715,317
605,965
457,990
178,150
193,981
471,194
812,864
701,997
832,563
0,447
403,872
526,299
238,798
602,872
980,506
374,634
995,695
865,124
214,372
304,73
465,343
581,107
633,180
412,249
330,922
759,120
579,196
123,83
805,290
537,51
851,1000
124,56
123,797
529,983
505,543
880,383
363,143
151,48
734,232
502,560
572,569
575,378
759,238
65,131
657,128
267,248
932,260
203,120
112,903
506,278
26,313
580,690
156,444
731,234
519,344
76,71
866,710
366,564
745,152
7,525
202,454
616,168
355,276
6,335
771,765
470,335
361,280
673,614
291,319
803,383
764,835
636,892
642,369
351,678
523,942
742,148
424,676
770,501
454,929
873,472
30,823
309,713
407,703
726,174
505,265
877,340
686,662
665,734
216,339
129,313
17,930
863,802
554,748
743,66
822,966
54,427
255,480
155,308
909,576
468,997
412,376
336,9
138,278
379,70
681,936
627,297
553,222
79,226
398,8
36,320
92,245
969,84
626,572
289,885
429,724
635,384
788,398
278,90
727,60
936,82
28,187
665,778
234,335
724,750
41,156
659,551
922,108
950,487
805,270
394,723
117,362
320,590
577,868
924,250
116,338
938,412
870,673
278,282
140,262
419,69
894,808
256,699
165,342
312,635
763,376
983,231
212,78
203,621
548,355
712,321
625,685
105,524
76,542
930,33
761,271
101,610
243,628
391,513
796,755
926,581
687,731
870,765
879,562
496,514
824,401
613,99
913,85
806,67
286,424
291,819
105,726
635,803
897,954
856,101
940,447
878,825
760,906
526,346
774,0
893,263
791,87
485,222
904,224
899,57
644,527
274,588
412,734
670,38
22,32
543,540
748,138
397,126
331,761
876,766
923,912
172,166
54,625
918,31
430,625
529,895
489,751
174,437
638,862
7,766
466,223
500,177
418,678
787,533
133,817
622,866
173,626
108,114
260,709
733,895
482,144
604,900
791,215
193,321
232,989
427,847
870,176
634,195
823,50
888,376
220,236
741,62
326,864
16,369
744,0
474,172
723,216
373,237
834,506
746,816
903,362
563,236
868,696
414,108
819,158
1000,308
334,606
687,237
733,752
708,554
698,834
758,519
18,495
657,957
476,896
789,173
129,554
787,649
680,763
963,246
968,313
269,217
642,79
332,678
416,322
894,169
45,974
469,115
391,605
263,139
873,425
340,748
974,252
647,721
478,400
778,299
222,811
723,506
302,343
842,974
568,258
396,701
708,988
38,531
437,326
738,131
812,473
195,625
266,173
162,622
407,576
967,62
751,655
478,624
77,825
439,458
594,909
244,825
737,29
82,615
929,243
308,439
939,133
812,103
935,180
877,689
428,265
974,345
567,201
221,546
27,885
612,27
972,476
574,138
992,958
826,344
586,295
879,968
25,906
879,97
630,436
388,573
701,564
913,564
234,333
861,248
151,649
273,176
318,502
866,223
766,734
118,505
542,753
620,431
614,593
494,64
909,620
191,353
308,516
516,124
398,275
73,319
902,364
958,703
401,727
967,788
251,809
954,645
507,588
294,852
533,304
978,177
127,326
868,770
541,896
664,550
625,471
222,836
249,535
133,471
403,560
973,978
618,539
301,406
656,315
820,411
340,550
514,270
550,849
550,90
797,44
721,48
505,606
544,972
27,679
262,177
192,78
430,326
64,748
558,907
251,267
308,995
610,815
529,796
622,231
717,208
318,488
934,541
205,340
834,336
428,547
897,400
71,771
768,90
251,212
810,446
426,32
92,971
245,225
12,956
35,121
922,374
110,90
425,303
745,457
351,339
989,432
27,570
729,155
492,63
368,992
902,396
159,46
76,560
253,812
990,989
523,8
499,527
959,475
159,376
240,906
926,182
420,833
767,856
903,366
956,14
245,250
818,851
509,732
3,279
756,753
801,820
426,966
904,660
659,300
627,581
683,920
865,934
512,754
574,966
630,481
97,671
693,841
89,675
213,261
373,489
51,796
428,76
16,258
843,794
151,603
587,747
217,46
238,330
308,714
11,832
434,830
808,47
621,643
718,387
168,90
843,678
631,743
686,781
373,758
537,281
430,960
56,259
110,121
415,557
128,362
837,648
552,952
561,233
764,837
172,966
930,466
855,186
7,851
388,641
965,349
874,924
930,265
433,673
862,682
813,392
522,188
516,754
105,609
476,858
44,407
290,285
633,117
452,2
469,881
708,369
605,226
407,86
208,974
639,791
615,663
256,726
35,662
677,631
153,414
50,464
6,825
647,481
784,699
180,563
990,125
391,995
470,455
699,804
510,225
461,361
642,897
919,253
538,78
59,48
244,428
919,273
281,274
270,692
557,619
646,430
274,466
391,946
656,874
985,754
453,767
941,531
551,893
949,495
723,343
209,919
90,734
153,123
89,939
437,870
486,262
48,407
44,830
542,715
864,275
352,32
784,722
769,473
384,834
347,541
863,426
185,870
302,726
731,856
397,491
298,487
362,765
182,531
394,221
771,377
115,244
884,245
374,625
735,149
987,319
445,990
494,237
231,430
300,219
854,687
601,59
652,585
500,999
42,518
197,623
786,786
160,326
467,602
359,63
842,710
806,675
728,469
631,205
579,70
688,91
515,71
566,553
981,198
596,899
532,471
951,572
423,70
472,170
493,447
353,0
805,9
183,161
211,229
951,433
252,413
908,406
599,935
716,529
528,731
58,127
976,618
11,71
519,278
620,725
499,916
651,841
647,709
272,928
545,310
337,787
771,313
473,134
973,140
742,664
997,835
271,94
100,34
750,681
351,996
72,706
307,621
144,394
980,461
152,96
731,237
834,482
683,634
545,620
616,125
789,762
543,666
167,162
376,295
343,528
498,974
770,754
323,987
172,641
547,603
196,977
686,578
818,836
368,563
328,19
208,403
831,33
43,996
756,725
295,514
179,788
840,306
